id	filename	md5	size	state
553daef5-9cde-42f2-a921-f7f90d087886	553daef5-9cde-42f2-a921-f7f90d087886/ff2ba139-f4fb-43a7-8f9d-4a33c94e0381.rna_seq.augmented_star_gene_counts.tsv	73e061feb1aec6c0876633a0679e0c4e	4224425	validated
578187d6-1510-4c26-ac25-b1df3183f502	578187d6-1510-4c26-ac25-b1df3183f502/b1467d5b-e034-4eb3-920f-fc6256ec3ce7.rna_seq.augmented_star_gene_counts.tsv	5f2b12d530f9f642513c4ac1fde4e204	4237334	validated
57cbed7b-24d1-4704-b613-7539260edcfe	57cbed7b-24d1-4704-b613-7539260edcfe/449f289b-d345-4b65-bfe1-ed0aaae0c083.rna_seq.augmented_star_gene_counts.tsv	b0f1b96667e9e276cb5bd4b67598cf2e	4247194	validated
61fb3d31-24d9-45ad-a3ee-7959fdafcd26	61fb3d31-24d9-45ad-a3ee-7959fdafcd26/22200e14-44e6-4660-9289-62ad3db1df7b.rna_seq.augmented_star_gene_counts.tsv	0a12a099871f7a0408aaa22e65ae9c44	4240612	validated
656e67f9-b280-480b-a7a5-444ddf979027	656e67f9-b280-480b-a7a5-444ddf979027/998581d3-8fdc-4f4a-92cd-d98fc0f910bc.rna_seq.augmented_star_gene_counts.tsv	1f3769b29b3ec4ad57298b971c999bf1	4233764	validated
677534b8-e9e9-421c-94d3-f50571c355f4	677534b8-e9e9-421c-94d3-f50571c355f4/eed6ab73-90a3-4b63-9d82-8ae99f60c92d.rna_seq.augmented_star_gene_counts.tsv	1cef26759428acc1e82be5c661c92624	4244601	validated
68caa1a5-bea8-4191-b96b-92d6adab99eb	68caa1a5-bea8-4191-b96b-92d6adab99eb/67415aab-0b1b-4b52-bdc7-c1240de53a40.rna_seq.augmented_star_gene_counts.tsv	a6a1fd2334af74912b8fcfefe836d050	4254075	validated
76d4a24e-56c2-4ac0-97d6-1a7ddc8f286f	76d4a24e-56c2-4ac0-97d6-1a7ddc8f286f/7d163b13-0e81-4f37-b276-32b889834157.rna_seq.augmented_star_gene_counts.tsv	497f3eb4f7ea21cd12514b1caa04bb30	4239596	validated
7e37fa46-f809-4e8a-8a5e-a8b220d4e5c1	7e37fa46-f809-4e8a-8a5e-a8b220d4e5c1/bcfc334c-55ef-424c-aa8a-1be56dde1dc7.rna_seq.augmented_star_gene_counts.tsv	4ad99be5974ec294194112de2a7f4283	4241873	validated
8207dbc1-61c6-4f2d-b92c-a43d495091a6	8207dbc1-61c6-4f2d-b92c-a43d495091a6/3cfa67c8-c49a-48ac-aa3b-b8dcd3011e48.rna_seq.augmented_star_gene_counts.tsv	4a1c8fc154c1649d0bff83ce3dd96aef	4249384	validated
83bc9228-d1e5-4985-b37c-3d97232f2669	83bc9228-d1e5-4985-b37c-3d97232f2669/ef70adbb-5a94-4c64-92cf-0d368766f8d0.rna_seq.augmented_star_gene_counts.tsv	57333df6eed07ea6febccb1186c6f389	4231199	validated
84a81bac-6f26-4787-b7a6-8abab21ef7eb	84a81bac-6f26-4787-b7a6-8abab21ef7eb/b05e342c-7c99-4ce4-8f5c-19dc88bc516a.rna_seq.augmented_star_gene_counts.tsv	d1513b1910b8cf17fb12901895df0875	4252266	validated
88e4e48c-b3f2-43a1-b25b-c9cc254fd0b6	88e4e48c-b3f2-43a1-b25b-c9cc254fd0b6/a3320ee3-e016-49c7-bbba-395240538ff7.rna_seq.augmented_star_gene_counts.tsv	e6bfbab08c67823aea46f3a3a90b5797	4250736	validated
8a3152f5-82ae-45fd-a47c-16faef15c86d	8a3152f5-82ae-45fd-a47c-16faef15c86d/e3c5a10a-81cf-459b-82f5-0448d8f1665d.rna_seq.augmented_star_gene_counts.tsv	4802eeebaf593f619c2b114d4a0e46fe	4247144	validated
8a3d6d97-cbdf-41ce-acc0-28248199cbab	8a3d6d97-cbdf-41ce-acc0-28248199cbab/2d6e0234-f5e1-435d-87c3-cbe59f481994.rna_seq.augmented_star_gene_counts.tsv	23e3252e6b6a9064569eff550e7b3866	4243614	validated
8f1b4d8a-4845-4774-9fc2-0a459303bef8	8f1b4d8a-4845-4774-9fc2-0a459303bef8/2c022016-756e-4cbf-9baa-dab196b6e715.rna_seq.augmented_star_gene_counts.tsv	a438c9490e445860a95f104c03e3a18a	4253761	validated
95f0ecc5-a02f-4426-8a55-4def0758e267	95f0ecc5-a02f-4426-8a55-4def0758e267/c6b20bb4-cb04-4a59-8b66-211b787f8950.rna_seq.augmented_star_gene_counts.tsv	d3247aea98bc5d498061f4ba3e57055f	4251806	validated
9ffd93f3-b429-4876-a145-964cb53b0ae0	9ffd93f3-b429-4876-a145-964cb53b0ae0/6a48a923-7683-4f65-b3e6-d2b06b501bd6.rna_seq.augmented_star_gene_counts.tsv	5e2094b49b92f019ffbbff43fd03896c	4244273	validated
a0911555-5095-463b-8d22-cb236576e6f6	a0911555-5095-463b-8d22-cb236576e6f6/ddc040fb-0f77-4683-8d72-e38208361e4e.rna_seq.augmented_star_gene_counts.tsv	a7c6ff21bf1c29125dbbea0baaca40bf	4243842	validated
a149b835-a3bb-43d8-8b40-3a84bcf46e89	a149b835-a3bb-43d8-8b40-3a84bcf46e89/97a3dddc-9e26-4b4e-9eec-e881c3c15c5f.rna_seq.augmented_star_gene_counts.tsv	bd4941efdd4d0669f1a37907542e993e	4237008	validated
a47f3dac-45bb-4f7d-ad28-a7ead099891e	a47f3dac-45bb-4f7d-ad28-a7ead099891e/7e380de8-cb1a-4490-8f30-7a235887cb75.rna_seq.augmented_star_gene_counts.tsv	362ddb53963974b8fcba25c0470a8750	4238797	validated
a82b0819-225b-4aa8-bb97-3cbd4873bc54	a82b0819-225b-4aa8-bb97-3cbd4873bc54/9975ae8f-09f2-4343-9281-cbe13c775dca.rna_seq.augmented_star_gene_counts.tsv	e853ba4c80211d0989dc3e260b7a2337	4229043	validated
abb04117-9caf-4882-a8fc-80450bdc9446	abb04117-9caf-4882-a8fc-80450bdc9446/3904bb4b-ef66-45fc-8030-c7e3a4daf22b.rna_seq.augmented_star_gene_counts.tsv	c7c38cd589811ba3c9c9ebec67193ebd	4260020	validated
ad30d409-9b81-469f-8447-99a50dfcd1de	ad30d409-9b81-469f-8447-99a50dfcd1de/2216e9dc-c605-411c-9faa-dfe327bfd930.rna_seq.augmented_star_gene_counts.tsv	bfc9d1fab1bfad8b587df9f0cb328f85	4257174	validated
ae0dd2a4-d531-4fee-b5ff-567b9e70e8ec	ae0dd2a4-d531-4fee-b5ff-567b9e70e8ec/4c6678c0-7bf8-418d-a1ee-83b6b73d0217.rna_seq.augmented_star_gene_counts.tsv	c5c2cf9ccfd5319b6ee8031797b8104b	4243128	validated
b9613f09-0db2-4409-bb9d-9f484d7267a2	b9613f09-0db2-4409-bb9d-9f484d7267a2/54d010fb-a242-4e4c-bee0-ee67697da801.rna_seq.augmented_star_gene_counts.tsv	84e8304127f0a8d300c18f882e34c83b	4246557	validated
bd12658b-f921-4492-bf17-f2d277c51374	bd12658b-f921-4492-bf17-f2d277c51374/ad47466a-021d-4c58-85cb-00545bd9b9c8.rna_seq.augmented_star_gene_counts.tsv	1ea212d927091cd7a094d81934c53a0f	4237952	validated
cf9da75a-2cd7-4ac3-971c-48000803d0e7	cf9da75a-2cd7-4ac3-971c-48000803d0e7/d847d087-8da7-438a-9073-fa247cda1981.rna_seq.augmented_star_gene_counts.tsv	58cc0f71da9b490a02246952abf089a0	4233966	validated
d6963724-bd05-4898-a925-9e047309e226	d6963724-bd05-4898-a925-9e047309e226/a8d710c8-d021-4258-a6cc-9948ceaa2486.rna_seq.augmented_star_gene_counts.tsv	2376d1ad63de0f6fa4918bd0c6b49ce9	4240492	validated
db540696-d1c7-4853-817b-8f7b0714aa5e	db540696-d1c7-4853-817b-8f7b0714aa5e/ae453e2d-6a82-49b7-87ef-5835389c70ff.rna_seq.augmented_star_gene_counts.tsv	10b7ab8b3c82090faf79c0bd19143d9b	4243090	validated
dfe13b04-645b-488e-baf5-1f78fea3df8f	dfe13b04-645b-488e-baf5-1f78fea3df8f/92da2574-dc19-403e-b364-95a41a0bdeba.rna_seq.augmented_star_gene_counts.tsv	9756bbc836a1786705537935e1e0e2e9	4248886	validated
e07ed349-c219-4b46-b7b8-30c672f84f6e	e07ed349-c219-4b46-b7b8-30c672f84f6e/36686dd6-2f3e-4950-9fbb-d1952d3bd5fd.rna_seq.augmented_star_gene_counts.tsv	a34db6b7a9c724acae30c9a937bf09a3	4244998	validated
e816de3b-fae9-4081-ba8e-a4b9d0c6e046	e816de3b-fae9-4081-ba8e-a4b9d0c6e046/ba632c2b-9b5a-434b-967a-863d3516fe24.rna_seq.augmented_star_gene_counts.tsv	8530b38c9fa972a7e2ed4aaa8cbdc65a	4255007	validated
ec6a7813-382a-40f4-add7-b51329b43b45	ec6a7813-382a-40f4-add7-b51329b43b45/a20170ce-5dd8-47e4-bdba-741cf08a1144.rna_seq.augmented_star_gene_counts.tsv	242d2c0dc4d1531ae3e428f1ecc1151c	4251918	validated
f33f57c5-fbb8-4d9c-8ae4-9800ef8b35f8	f33f57c5-fbb8-4d9c-8ae4-9800ef8b35f8/027797bd-4b87-414c-953e-7f3a23dbe16e.rna_seq.augmented_star_gene_counts.tsv	93f548545b43946c51c5e683067dc164	4261687	validated
f5930cdc-dff6-4a0c-a9b4-c92159863efb	f5930cdc-dff6-4a0c-a9b4-c92159863efb/e25f52c4-7269-481c-8362-ff0d8547ffcb.rna_seq.augmented_star_gene_counts.tsv	dc4305b2169c3b144773d8ca7e5a9002	4239174	validated
